"State","County","NUM_LICENSED_BEDS","Population with public coverage","Percent of pop w/no health insurance","margin of error","PopEstimate2018","Heart Disease Mortality","adjusted_beds","inquiry1","inquiry2"
"IN","LaPorte",228,39975,8.7,0.9,110007,414.5,207.259538029398,1.99990796052632,47.6436781609195
"IN","Lawrence",50,17040,8.4,1.7,45668,323.3,109.485854427608,2.95289288,38.4880952380952
"IN","Madison",303,51603,8.8,0.6,129641,346.6,233.722356353314,1.48295612541254,39.3863636363636
"IN","Marion",4103,338035,11.3,0.3,954670,352.9,429.782018917532,0.821113923958079,31.2300884955752
"IN","Marshall",160,15093,13,1.8,46248,347,345.960906417575,1.0030035,26.6923076923077
"IN","Martin",NA,3360,9.2,2.4,10217,353.1,NA,NA,38.3804347826087
"IN","Miami",25,13165,9.5,1.4,35567,445,70.2898754463407,6.330926,46.8421052631579
"IN","Monroe",365,36147,7.7,0.8,146917,295.6,248.439595145558,1.18982644383562,38.3896103896104
"IN","Montgomery",29,12218,9.5,1.2,38346,396.5,75.627184060919,5.24282379310345,41.7368421052632
"IN","Morgan",83,22307,8.1,1.1,70116,370,118.37526384848,3.12565301204819,45.679012345679
"IN","Newton",NA,4982,8.7,2.4,14011,376.7,NA,NA,43.2988505747126
"IN","Noble",47,13703,8,1,47532,328.8,98.8807540183455,3.32521736170213,41.1
"IN","Ohio",NA,1917,5.8,1.9,5844,279.5,NA,NA,48.1896551724138
"IN","Orange",24,8178,8.7,1.6,19489,344.2,123.146390271435,2.79504741666667,39.5632183908046
"IN","Owen",NA,8153,11.4,1.9,20845,365.1,NA,NA,32.0263157894737
"IN","Parke",NA,6171,15.1,2.6,16927,389.4,NA,NA,25.7880794701987
"IN","Perry",25,6188,5.9,1.4,19102,407.1,130.876348026385,3.11056968,69
"IN","Pike",NA,4366,3.7,1.2,12410,358.2,NA,NA,96.8108108108108
"IN","Porter",292,46362,6.3,0.5,169594,315,172.175902449379,1.82952431506849,50
"IN","Posey",NA,7804,4.5,1,25540,311.5,NA,NA,69.2222222222222
"IN","Pulaski",25,4546,7.7,1.7,12469,368.4,200.497233138183,1.83743184,47.8441558441558
"IN","Putnam",25,11451,8,1.6,37779,342.7,66.1743296540406,5.17874532,42.8375
"IN","Randolph",25,9993,11,1.7,24851,415.4,100.599573457809,4.12924216,37.7636363636364
"IN","Ripley",25,8869,7.3,1.2,28523,415.3,87.6485643165165,4.73824076,56.8904109589041
"IN","Rush",25,5444,12.1,3,16663,367.1,150.033007261598,2.44679492,30.3388429752066
"IN","Scott",25,8546,8.9,1.8,23878,386.1,104.698886003853,3.68771832,43.3820224719101
"IN","Shelby",46,13576,7.1,0.9,44593,332.8,103.155203731527,3.22620660869565,46.8732394366197
"IN","Spencer",NA,6637,5.1,1,20327,376.9,NA,NA,73.9019607843137
"IN","St. Joseph",837,87933,9.1,0.6,270771,331.8,309.117298381289,1.07337894623656,36.4615384615385
"IN","Starke",15,9383,6.5,1.2,22935,447.8,65.402223675605,6.846862,68.8923076923077
"IN","Steuben",25,11343,8.8,1.5,34586,332.2,72.2835829526398,4.59578768,37.75
"IN","Sullivan",25,7304,11.6,2.4,20690,414.7,120.831319478009,3.4320572,35.75
"IN","Switzerland",NA,4176,11.4,3.6,10717,335.1,NA,NA,29.3947368421053
"IN","Tippecanoe",473,44945,9,0.6,193048,328.9,245.016783390659,1.34235702325581,36.5444444444444
"IN","Tipton",25,4798,6.1,1.6,15128,334.2,165.25647805394,2.02231104,54.7868852459016
"IN","Union",NA,2279,8.6,1.9,7037,374.6,NA,NA,43.5581395348837
"IN","Vanderburgh",993,63129,8.2,0.6,180974,326.6,548.697602970592,0.595227677744209,39.8292682926829
"IN","Vermillion",25,6385,7,1.3,15479,440.8,161.509141417404,2.72925728,62.9714285714286
"IN","Vigo",503,39510,8.5,0.7,107386,463.9,468.403702531056,0.990384998011928,54.5764705882353
"IN","Wabash",18,11001,7.7,1.2,31280,363.7,57.5447570332481,6.32029777777778,47.2337662337662
"IN","Warren",16,2791,4.4,1.5,8263,349.8,193.634273266368,1.806498375,79.5
"IN","Warrick",333,16164,5.5,0.9,62567,356,532.229450029568,0.668884444444445,64.7272727272727
"IN","Washington",25,11006,9.5,1.6,27943,358.8,89.4678452564148,4.01037936,37.7684210526316
"IN","Wayne",376,26593,12,1.2,65936,469.9,570.249939335113,0.824024638297872,39.1583333333333
"IN","Wells",55,9035,6.8,1.2,28206,346.2,194.993972913564,1.77543949090909,50.9117647058824
"IN","White",25,8443,9.3,1.5,24133,348.1,103.592591057888,3.36027892,37.4301075268817
"IN","Whitley",30,9557,6.2,1.1,34074,328.1,88.0436696601514,3.7265598,52.9193548387097
"KS","Allen",25,4764,5.8,1.3,12444,379.6,200.900032144005,1.88949696,65.448275862069
"KS","Anderson",12,2853,9.5,2.5,7878,352.3,152.322924600152,2.3128495,37.0842105263158
"KS","Atchison",25,5288,7.2,1.6,16193,346.2,154.387698388192,2.24240664,48.0833333333333
"KS","Barber",35,1782,12.2,2.8,4472,445.3,782.647584973166,0.568966171428572,36.5
"KS","Barton",81,9408,11.5,1.7,26111,347,310.214086017387,1.11858234567901,30.1739130434783
"KS","Bourbon",NA,5536,10.7,2.5,14653,397.2,NA,NA,37.1214953271028
"KS","Brown",25,3787,8,1.3,9598,382.9,260.470931444051,1.47002968,47.8625
"KS","Butler",126,17445,8.2,1,66765,336.1,188.721635587508,1.78092988095238,40.9878048780488
"KS","Chase",NA,973,8.9,2.6,2629,349.4,NA,NA,39.2584269662921
"KS","Chautauqua",25,1491,13.1,2.7,3309,436.8,755.51526140828,0.57814848,33.3435114503817
"KS","Cherokee",61,7816,12.5,2.5,20015,463.7,304.771421433925,1.5214681147541,37.096
"KS","Cheyenne",16,1003,7.5,2.3,2660,288.4,601.503759398496,0.479465,38.4533333333333
"KS","Clark",43,615,8.5,3,2005,353.7,2144.63840399002,0.164922906976744,41.6117647058824
"KS","Clay",25,2804,5.9,1.9,7997,290.2,312.617231461798,0.92829176,49.1864406779661
"KS","Cloud",25,3127,9.4,1.9,8729,333.7,286.401649673502,1.16514692,35.5
"KS","Coffey",25,2726,8.3,1.7,8233,355.2,303.656018462286,1.16974464,42.7951807228916
"KS","Comanche",12,520,9.3,4.6,1748,370.9,686.49885583524,0.540277666666667,39.8817204301075
"KS","Cowley",74,12734,9.7,1.5,35218,340.9,210.119825089443,1.62240759459459,35.1443298969072
"KS","Crawford",100,12219,10.9,1.4,39019,416.3,256.285399420795,1.62436097,38.1926605504587
"KS","Decatur",18,1056,10.5,3.5,2871,294.8,626.959247648903,0.470206,28.0761904761905
"KS","Dickinson",50,7231,7.4,1.4,18717,328,267.136827483037,1.2278352,44.3243243243243
"KS","Doniphan",NA,2349,9.9,1.6,7682,357.3,NA,NA,36.0909090909091
"KS","Douglas",148,25327,7.7,0.7,121436,277.6,121.874897065121,2.27774551351351,36.0519480519481
"KS","Edwards",12,899,7.2,2.1,2849,332.4,421.200421200421,0.789173,46.1666666666667
"KS","Elk",NA,1280,9.7,2.2,2508,432.8,NA,NA,44.6185567010309
"KS","Ellis",194,7363,6.4,1.3,28710,282.7,675.722744688262,0.418366855670103,44.171875
"KS","Ellsworth",20,2034,5.4,1.5,6196,367.3,322.788896061975,1.1378954,68.0185185185185
"KS","Finney",100,9851,12.9,1.4,36611,247.8,273.141951872388,0.90722058,19.2093023255814
"KS","Ford",99,8609,14,2.1,33888,330.1,292.1388101983,1.1299423030303,23.5785714285714
"KS","Franklin",44,7900,7.1,2,25631,330.6,171.667121844641,1.92582013636364,46.5633802816901
"KS","Geary",139,7862,6.7,1.2,32594,407.8,426.458857458428,0.956246992805755,60.865671641791
"KS","Gove",21,923,10.8,2.7,2612,304,803.981623277182,0.378118095238095,28.1481481481481
"KS","Graham",20,1104,7.5,2.5,2492,322.8,802.568218298555,0.4022088,43.04
"KS","Grant",26,2096,18.1,5,7336,335.2,354.416575790622,0.945779692307692,18.5193370165746
"KS","Gray",NA,1275,12.6,2.3,6033,279.2,NA,NA,22.1587301587302
"KS","Greeley",18,354,5.8,3.1,1227,287.9,1466.99266503667,0.196251833333333,49.6379310344828
"KS","Greenwood",25,2273,8.4,1.6,6055,362.8,412.881915772089,0.8787016,43.1904761904762
"KS","Hamilton",25,748,21.3,5.4,2607,318,958.956655159187,0.3316104,14.9295774647887
"KS","Harper",12,1988,11.5,2.4,5506,311.9,217.944061024337,1.43110116666667,27.1217391304348
"KS","Harvey",163,10284,8.9,1.5,34210,309.4,476.468868751827,0.64936036809816,34.7640449438202
"KS","Haskell",13,1086,18.8,3.2,3997,289.2,325.243932949712,0.889178769230769,15.3829787234043
"KS","Hodgeman",50,595,9.6,3,1818,316.1,2750.27502750275,0.11493396,32.9270833333333
"KS","Jackson",12,4672,5.2,1.4,13280,357.8,90.3614457831325,3.95965333333333,68.8076923076923
"KS","Jefferson",25,5482,7.2,1.3,18975,302.7,131.752305665349,2.297493,42.0416666666667
"KS","Jewell",25,1301,6.8,2.1,2841,285.2,879.971840901091,0.32410128,41.9411764705882
"KS","Johnson",1943,117428,6,0.4,597555,227.9,325.158353624353,0.700889266598044,37.9833333333333
"KS","Kearny",25,1065,12.3,4.3,3943,253.4,634.03499873193,0.39966248,20.6016260162602
"KS","Kingman",25,2277,6.9,2,7310,410,341.997264021888,1.19884,59.4202898550725
"KS","Kiowa",15,899,9.5,2.7,2516,345.8,596.184419713832,0.580021866666667,36.4
"KS","Labette",99,7548,10.2,1.6,19964,428.6,495.892606692046,0.864300040404041,42.0196078431373
"KS","Lane",25,460,10.7,4.3,1560,246.3,1602.5641025641,0.1536912,23.018691588785
"KS","Leavenworth",84,21655,4.5,0.6,81352,332,103.254990657882,3.21534095238095,73.7777777777778
"KS","Lincoln",14,1129,10,2.6,3023,289.9,463.116109824677,0.625976928571429,28.99
"KS","Linn",NA,3813,11,1.8,9750,359.7,NA,NA,32.7
"KS","Logan",25,1018,5.5,2.5,2844,268.2,879.043600562588,0.30510432,48.7636363636364
"KS","Lyon",25,10083,9.1,1.4,33406,343.8,74.8368556546728,4.59399312,37.7802197802198
"KS","Marion",25,4063,6,1,11950,302,209.205020920502,1.44356,50.3333333333333
"KS","Marshall",25,3035,7,1.5,9722,276.8,257.148734828225,1.07641984,39.5428571428571
"KS","McPherson",95,8314,6.7,1.1,28537,287.6,332.901145880786,0.86392012631579,42.9253731343284
"KS","Meade",20,1346,12.9,3,4146,345,482.392667631452,0.715185,26.7441860465116
"KS","Miami",245,8866,5.1,1.1,33680,305.9,727.434679334917,0.420518857142857,59.9803921568627
"KS","Mitchell",25,2152,7.5,2.1,6150,315.8,406.50406504065,0.776868,42.1066666666667
"KS","Montgomery",47,12789,11.2,1.2,32120,509.4,146.326276463263,3.48126127659574,45.4821428571429
"KS","Morris",25,1901,9.1,2.1,5521,349.2,452.816518746604,0.77117328,38.3736263736264
"KS","Morton",28,800,13.5,5.3,2667,455.2,1049.8687664042,0.433578,33.7185185185185
"KS","Nemaha",49,2734,5.5,1.5,10155,275.8,482.520925652388,0.571581428571429,50.1454545454545
"KS","Neosho",25,5655,11.5,2.1,15951,415,156.729985580841,2.647866,36.0869565217391
"KS","Ness",50,990,7.3,2.6,2840,278.4,1760.56338028169,0.1581312,38.1369863013699
"KS","Norton",25,1627,8.3,3.2,5430,303.2,460.405156537753,0.6585504,36.5301204819277
"KS","Osage",NA,5481,10,1.6,15941,312.3,NA,NA,31.23
"KS","Osborne",25,1154,9.4,2,3475,330.1,719.424460431655,0.458839,35.1170212765957
"KS","Ottawa",25,1740,7.4,2.7,5802,294.2,430.885901413306,0.68277936,39.7567567567568
"KS","Pawnee",638,2195,10.8,3.6,6562,341.1,9722.6455348979,0.0350830438871473,31.5833333333333
"KS","Phillips",25,1856,5.5,1.7,5317,311.3,470.189956742524,0.66207284,56.6
"KS","Pottawatomie",50,6148,5.1,1.1,24277,287.7,205.956254891461,1.39689858,56.4117647058824
"KS","Pratt",35,2863,7.5,2.4,9378,320.6,373.213904883771,0.8590248,42.7466666666667
"KS","Rawlins",24,902,5.7,2,2508,310.9,956.937799043062,0.3248905,54.5438596491228
"KS","Reno",200,21262,8.7,0.9,62342,287.6,320.811010233871,0.89647796,33.0574712643678
"KS","Republic",25,1812,3.9,1.2,4664,321.9,536.020583190395,0.60053664,82.5384615384615
"KS","Rice",25,3068,9.1,1.9,9531,369.4,262.301962018676,1.40830056,40.5934065934066
"KS","Riley",163,13471,5.7,0.9,73703,277.2,221.15789045222,1.25340316564417,48.6315789473684
"KS","Rooks",20,1756,8.8,2.5,5013,314,398.962696987832,0.787041,35.6818181818182
"KS","Rush",25,1025,7.6,2.2,3093,327.6,808.276753960556,0.40530672,43.1052631578947
"KS","Russell",25,2271,8.1,2.3,6907,311.2,361.95164326046,0.85978336,38.4197530864198
"KS","Saline",392,17438,9.3,1.1,54401,266.8,720.574989430341,0.370259867346939,28.6881720430108
"KS","Scott",25,1167,5.8,3.6,4897,244.3,510.516642842557,0.47853484,42.1206896551724
"KS","Sedgwick",2836,150730,10.9,0.5,513607,313.9,552.173159633728,0.568481090620592,28.7981651376147
"KS","Seward",69,6186,17.6,2.1,21780,345,316.804407713499,1.089,19.6022727272727
"KS","Shawnee",1067,57748,7.8,0.6,177499,310.4,601.130147212097,0.516360727272727,39.7948717948718
"KS","Sheridan",18,921,10.5,3.1,2533,283.8,710.619818397157,0.399369666666667,27.0285714285714
"KS","Sherman",25,2146,7.8,3.4,5899,280.1,423.800644176979,0.66092396,35.9102564102564
"KS","Smith",25,1408,7.2,1.9,3603,331.2,693.866222592284,0.47732544,46
"KS","Stafford",25,1482,9.3,1.9,4178,285.3,598.372426998564,0.47679336,30.6774193548387
"KS","Stanton",18,606,11.3,5,1987,325.7,905.888273779567,0.359536611111111,28.8230088495575
"KS","Stevens",25,1290,16.4,5.5,5559,261.1,449.721172872819,0.58058196,15.9207317073171
"KS","Sumner",25,7232,8.6,1.4,22996,317.2,108.714559053748,2.91773248,36.8837209302326
"KS","Thomas",25,1945,6.8,2.4,7711,284.2,324.21216444041,0.87658648,41.7941176470588
"KS","Trego",25,907,9.8,3.5,2793,430.7,895.094880057286,0.48117804,43.9489795918367
"KS","Wabaunsee",NA,2053,6.1,1.3,6899,302.6,NA,NA,49.6065573770492
"KS","Wallace",NA,463,7.7,2.7,1503,261.3,NA,NA,33.9350649350649
"KS","Washington",50,1836,4.7,1,5420,304.8,922.509225092251,0.3304032,64.8510638297872
"KS","Wichita",25,703,5.4,3,2105,270.8,1187.64845605701,0.2280136,50.1481481481481
"KS","Wilson",40,3526,8,1.6,8665,424.6,461.627236006924,0.91978975,53.075
"KS","Woodson",NA,1275,14.8,3,3183,386.3,NA,NA,26.1013513513514
"KS","Wyandotte",1376,61402,18.5,0.8,165324,330.4,832.3050494786,0.396969837209302,17.8594594594595
"KY","Adair",NA,8949,6.9,2.1,19215,527.8,NA,NA,76.4927536231884
"KY","Allen",25,10056,7.7,1.4,21122,401.9,118.36000378752,3.39557272,52.1948051948052
"KY","Anderson",NA,8041,4,1.1,22663,333.6,NA,NA,83.4
"KY","Ballard",NA,3784,9.5,2.2,7979,443.9,NA,NA,46.7263157894737
"KY","Barren",180,20462,7.9,1.7,44176,422.1,407.461064831583,1.0359272,53.4303797468354
"KY","Bath",NA,6602,7.5,2.3,12383,464.5,NA,NA,61.9333333333333
"KY","Bell",216,18126,5.4,1.1,26569,581.7,812.977530204373,0.715517930555556,107.722222222222
"KY","Boone",271,35082,4.6,0.6,131533,298.7,206.031946355667,1.4497751697417,64.9347826086957
"KY","Bourbon",58,8234,7.8,1.5,20184,396.5,287.35632183908,1.37982,50.8333333333333
"KY","Boyd",455,22970,NA,NA,47240,459.7,963.166807790009,0.477279736263736,NA
"KY","Boyle",197,12234,4.7,0.9,30100,333.7,654.485049833887,0.509866497461929,71
"KY","Bracken",NA,3537,5.4,1.8,8239,423.9,NA,NA,78.5
"KY","Breathitt",55,8637,4,1.1,12726,775.2,432.186075750432,1.79367185454545,193.8
"KY","Breckinridge",25,8806,7.9,2,20388,377.1,122.6211496959,3.07532592,47.7341772151899
"KY","Bullitt",NA,27027,4,0.6,81069,317.6,NA,NA,79.4
"KY","Butler",NA,5562,8.9,1.9,12772,365.4,NA,NA,41.0561797752809
"KY","Caldwell",25,5740,5.8,2.4,12715,454.2,196.618167518679,2.3100612,78.3103448275862
"KY","Calloway",152,15171,5.8,1.4,39135,424.9,388.39913121247,1.09397773026316,73.2586206896552
"KY","Campbell",211,29873,4.6,0.6,93152,320.9,226.511508072827,1.41670506161137,69.7608695652174
"KY","Carlisle",NA,2439,4.7,1.4,4771,380.9,NA,NA,81.0425531914893
"KY","Carroll",25,5129,7.8,1.8,10737,460.1,232.839713141473,1.97603748,58.9871794871795
"KY","Carter",NA,14285,7.9,1.3,27004,408.6,NA,NA,51.7215189873418
"KY","Casey",24,8033,9.8,1.9,15888,345.3,151.057401812689,2.285886,35.234693877551
"KY","Christian",786,26490,8.5,1.2,71671,392.9,1096.67787529126,0.358263815521629,46.2235294117647
"KY","Clark",54,15456,5.7,0.9,36249,446.9,148.969626748324,2.99994038888889,78.4035087719298
"KY","Clay",49,12584,8.1,2.2,20105,545.6,243.720467545387,2.23863020408163,67.358024691358
"KY","Clinton",42,5684,8.5,3.8,10206,452,411.522633744856,1.09836,53.1764705882353
"KY","Crittenden",48,4118,10.3,2.5,8915,515.3,538.418395961862,0.957062395833333,50.0291262135922
"KY","Cumberland",25,3073,10.6,4.2,6659,516.6,375.431746508485,1.37601576,48.7358490566038
"KY","Daviess",527,40608,4.5,0.6,101104,364.9,521.245450229467,0.700054072106262,81.0888888888889
"KY","Edmonson",NA,6310,4.8,1.8,12274,385.4,NA,NA,80.2916666666667
"KY","Elliott",NA,3837,5.2,2.5,7508,381.4,NA,NA,73.3461538461538
"KY","Estill",25,8173,5.6,1.5,14198,491.7,176.081138188477,2.79246264,87.8035714285714
"KY","Fayette",2291,100004,7.3,0.4,323780,281.2,707.579220458336,0.397411331296377,38.5205479452055
"KY","Fleming",25,7468,9.9,2.3,14432,453.8,173.226164079823,2.61969664,45.8383838383838
"KY","Floyd",224,22490,6.6,1.2,35845,556.1,624.912819082159,0.889884129464286,84.2575757575758
"KY","Franklin",173,17541,8.1,1.3,50815,366.9,340.45065433435,1.07768921965318,45.2962962962963
"KY","Fulton",NA,3570,5.6,2.1,6120,484,NA,NA,86.4285714285714
"KY","Gallatin",NA,3278,9.2,1.5,8832,446,NA,NA,48.4782608695652
"KY","Garrard",NA,7472,7.5,1.7,17560,311.9,NA,NA,41.5866666666667
"KY","Grant",25,10727,6.2,2.2,25121,444.7,99.5183312766212,4.46852348,71.7258064516129
"KY","Graves",107,16800,6.9,1.1,37317,405.6,286.732588364552,1.41455842990654,58.7826086956522
"KY","Grayson",75,13494,5.4,1.6,26321,376.4,284.943581170928,1.32096325333333,69.7037037037037
"KY","Green",35,5538,4.8,1.4,11049,473.9,316.770748484026,1.4960346,98.7291666666667
"KY","Greenup",NA,16720,5.7,1.2,35268,374.3,NA,NA,65.6666666666667
"KY","Hancock",NA,3616,4.1,1.4,8758,365.6,NA,NA,89.1707317073171
"KY","Hardin",465,41770,5.1,0.6,110356,312.3,421.363586936823,0.741165135483871,61.2352941176471
"KY","Harlan",150,17426,6.4,0.9,26409,587.7,567.988185845734,1.03470462,91.828125
"KY","Harrison",61,7887,7.7,2.6,18778,446.8,324.848226648205,1.37541154098361,58.025974025974
"KY","Hart",25,8896,8.9,1.9,18906,384.3,132.233153496245,2.90623032,43.1797752808989
"KY","Henderson",192,19730,4.9,0.8,45591,352.9,421.135750477068,0.837972078125,72.0204081632653
"KY","Henry",NA,6958,8.4,1.9,16106,344.7,NA,NA,41.0357142857143
"KY","Hickman",NA,2469,4.7,1.8,4421,444,NA,NA,94.468085106383
"KY","Hopkins",445,17667,7.8,1.3,45068,463.8,987.396822579214,0.469719964044944,59.4615384615385
"KY","Jackson",NA,7067,4.1,2.4,13442,610.3,NA,NA,148.853658536585
"KY","Jefferson",3094,288447,5.5,0.3,770517,337.2,401.548570635041,0.839748973497091,61.3090909090909
"KY","Jessamine",NA,20017,6.7,1.1,53920,274.9,NA,NA,41.0298507462687
"KY","Johnson",72,12588,4.1,0.9,22386,479.4,321.629589922273,1.4905345,116.926829268293
"KY","Kenton",722,54430,5.9,0.6,166051,320.1,434.806174006781,0.73619009833795,54.2542372881356
"KY","Knott",NA,10126,6.3,1.9,15126,541.3,NA,NA,85.9206349206349
"KY","Knox",25,19341,6.6,1.4,31304,459.7,79.8619984666496,5.75617952,69.6515151515152
"KY","Larue",NA,6768,5.9,1.6,14307,370.2,NA,NA,62.7457627118644
"KY","Laurel",150,30790,6,0.8,60669,452.1,247.243237897443,1.82856366,75.35
"KY","Lawrence",90,8332,9.1,2.3,15571,444.8,577.99755956586,0.769553422222222,48.8791208791209
"KY","Lee",NA,3798,3.1,1.3,7033,575.2,NA,NA,185.548387096774
"KY","Leslie",25,6301,4.5,2,10143,595.6,246.475401754905,2.41646832,132.355555555556
"KY","Letcher",90,14167,5.4,1.7,21899,481.8,410.977670213252,1.17232646666667,89.2222222222222
"KY","Lewis",NA,7361,5.6,1.6,13257,459.9,NA,NA,82.125
"KY","Lincoln",25,11221,9.4,1.8,24644,381.3,101.444570686577,3.75870288,40.563829787234
"KY","Livingston",25,4139,3.8,1.5,9242,428.7,270.50421986583,1.58481816,112.815789473684
"KY","Logan",75,11607,6.9,1.6,26989,329.5,277.890992626626,1.18571673333333,47.7536231884058
"KY","Lyon",NA,3587,6.6,3,8009,422.9,NA,NA,64.0757575757576
"KY","Madison",130,33003,5.4,0.7,92368,377.7,140.741382296899,2.68364566153846,69.9444444444444
"KY","Magoffin",NA,7676,5,1.3,12362,446.9,NA,NA,89.38
"KY","Marion",75,8871,6.4,1.4,19404,345,386.518243661101,0.892584,53.90625
"KY","Marshall",25,13061,4.6,1.1,31191,406.8,80.1513257029271,5.07539952,88.4347826086957
"KY","Martin",NA,6329,6.6,2.7,11323,423.7,NA,NA,64.1969696969697
"KY","Mason",100,7588,7.8,2.4,17150,435.2,583.090379008746,0.746368,55.7948717948718
"KY","McCracken",1057,28773,5.9,1,65346,408.4,1617.54353747743,0.252481612109745,69.2203389830508
"KY","McCreary",NA,10863,4.9,1.6,17408,498.9,NA,NA,101.816326530612
"KY","McLean",NA,4082,6.4,1.8,9252,415.9,NA,NA,64.984375
"KY","Meade",NA,10327,5.6,1.4,28715,333.8,NA,NA,59.6071428571429
"KY","Menifee",NA,3718,3.6,1.2,6451,408.3,NA,NA,113.416666666667
"KY","Mercer",25,8371,6.6,1.4,21774,372.2,114.815835400018,3.24171312,56.3939393939394
"KY","Metcalfe",NA,5319,5.7,2,10030,419,NA,NA,73.5087719298246
"KY","Monroe",49,5459,9.1,2.6,10718,563.4,457.174846053368,1.23235126530612,61.9120879120879
"KY","Montgomery",83,12841,7.3,1.5,28203,469.2,294.294933163139,1.59431898795181,64.2739726027397
"KY","Morgan",25,6569,5.9,1.8,13345,353.8,187.336080929187,1.8885844,59.9661016949153
"KY","Muhlenberg",90,13679,6.4,1.2,30774,470,292.454669526223,1.60708666666667,73.4375
"KY","Nelson",40,16275,5,1,45851,324.8,87.2391005648732,3.7231012,64.96
"KY","Nicholas",NA,3816,9.3,4,7166,470.5,NA,NA,50.5913978494624
"KY","Ohio",25,11258,5.4,1.2,24087,475.8,103.790426371072,4.58423784,88.1111111111111
